id,num01,num02,cat01,cat02,cat03,cat04,cat05,cat06,cat07,cat08,target
SID279421,48,70.0,7,19,23,878,21.0,0,2147753984,4.0,29
SID279631,270,70.0,7,19,18,1555,,0,264194,68.0,45
SID279636,94,80.0,2,7,21,105,,0,603979776,4.0,41
SID279700,0,60.0,2,12,7,669,,1,2147745792,,17
SID279720,0,60.0,6,62,7,673,,1,2147745792,,17
SID28002,0,70.0,2,55,6,1503,,1,3221487616,,37
SID280152,56,70.0,2,14,21,1205,21.0,0,2147745792,4.0,31
SID280183,49,80.0,7,106,20,1205,21.0,0,2359298,4.0,23
SID280195,0,70.0,0,77,23,1832,,0,262144,,23
SID280523,0,80.0,1,18,34,440,,0,2147483712,,19
SID280574,0,60.0,7,19,33,1015,0.0,1,262274,4.0,27
SID280600,0,60.0,2,55,7,826,21.0,0,1074268160,,41
SID280707,0,70.0,7,106,23,1664,7.0,0,262272,,33
SID280726,0,,7,104,17,805,21.0,1,2147745792,,21
SID280838,0,70.0,7,19,31,427,21.0,1,262144,,23
SID280964,0,40.0,2,9,8,187,,1,2147753984,,23
SID281028,0,60.0,2,40,25,1689,21.0,1,2164523008,,29
SID281049,0,60.0,2,7,18,1169,,1,393218,,47
SID281057,0,80.0,2,9,13,1078,0.0,0,2147745792,,17
SID281115,0,40.0,9,13,27,1975,,1,2147745824,,17
SID281202,0,80.0,2,14,6,430,,1,1074528256,,27
SID281221,0,80.0,2,49,39,1082,,1,2416181248,,13
SID281224,0,80.0,2,49,39,1082,,1,2416181248,,13
SID281267,44,70.0,2,7,14,997,0.0,0,2147745792,,33
SID281329,51,70.0,7,106,23,627,9.0,0,262144,,25
SID281354,90,70.0,2,34,34,1504,,0,84148224,4.0,27
SID281402,60,60.0,2,14,31,1750,21.0,0,2147753984,4.0,23
SID28156,0,80.0,2,7,15,138,,1,262144,,21
SID281562,0,,1,2,6,76,,1,786432,,21
SID281871,0,80.0,7,106,4,1380,9.0,0,2147749888,,29
SID281940,0,80.0,9,10,25,138,,0,262144,,57
SID281943,0,70.0,7,68,28,628,,0,262144,,23
SID281970,0,60.0,2,7,21,165,21.0,0,2147745792,,21
SID281994,0,70.0,2,83,30,1847,,0,2147746048,,17
SID282008,0,,1,2,0,76,,1,2147753984,,29
SID282081,0,70.0,1,18,6,430,,0,2148270080,,19
SID282082,119,70.0,1,2,23,80,,1,2147745792,4.0,33
SID282112,36,80.0,2,83,4,747,0.0,1,2359296,4.0,33
SID282248,0,80.0,5,98,26,831,,1,2147745792,,23
SID282266,0,70.0,0,77,20,1790,,1,2147745824,,17
SID28228,0,80.0,2,9,18,1690,,1,262272,,19
SID282317,0,70.0,2,55,39,1833,,1,2147745792,4.0,19
SID282345,84,70.0,2,7,31,138,21.0,1,2147753984,4.0,35
SID28236,130,80.0,9,10,18,1935,,1,2147746304,4.0,67
SID282363,77,80.0,1,86,2,1504,,0,2147745792,,33
SID282384,0,80.0,3,65,15,1980,,1,2147745856,,25
SID282488,0,50.0,2,49,39,1774,,1,285474816,,15
SID2825,0,70.0,2,34,31,627,,1,2147745792,,31
SID282528,0,70.0,2,34,19,187,0.0,1,2147745792,,21
SID282675,0,70.0,0,56,29,77,,1,262144,,25
SID28272,0,60.0,7,69,39,388,21.0,0,268705792,,17
SID282730,0,80.0,6,62,27,1080,21.0,0,2147753984,,21
SID282836,0,70.0,2,7,0,1202,,0,2147745792,,25
SID282845,0,,2,41,34,825,,1,16777312,,29
SID282896,0,60.0,6,62,4,643,,1,262144,,17
SID282904,0,70.0,7,106,4,1671,0.0,0,262144,,25
SID283011,219,60.0,7,106,18,533,,1,2147753984,,45
SID283020,0,80.0,2,83,19,536,,0,2147745792,,25
SID283042,284,70.0,3,97,6,427,21.0,0,1141374976,,37
SID283047,0,70.0,0,77,4,1815,,1,2147745792,,21
SID28307,0,70.0,0,79,31,69,21.0,1,268697600,,19
SID283084,0,70.0,0,56,1,280,,0,2147745792,,41
SID283169,0,70.0,2,49,14,129,,1,2147745824,,41
SID283210,0,70.0,0,74,19,350,21.0,1,2147745792,,31
SID283315,0,,2,49,2,285,,0,268435456,,17
SID283358,28,70.0,0,59,29,826,,0,17039360,,29
SID283451,0,90.0,2,49,2,166,,0,285474816,,13
SID28358,0,70.0,7,19,18,1639,,1,6442713088,,17
SID283632,0,60.0,0,72,25,641,,0,262144,,21
SID283716,0,60.0,7,106,0,624,,1,2147745792,4.0,41
SID283731,0,60.0,0,72,25,641,,0,262144,,17
SID283817,0,80.0,2,34,13,1815,,1,2147745792,,23
SID283890,0,70.0,2,55,34,1423,21.0,0,16779296,,23
SID283941,0,70.0,2,12,19,187,,1,2147745794,,21
SID284315,0,70.0,5,99,10,239,,1,2147745792,,19
SID284578,0,80.0,7,106,4,1676,7.0,1,2147745920,,17
SID284584,0,70.0,2,49,2,2015,,0,2416181248,,17
SID284658,0,80.0,7,69,6,1967,,1,524288,,31
SID284660,0,80.0,0,56,34,1439,,1,262144,,27
SID284666,0,60.0,2,53,40,281,,1,2147745792,,31
SID284679,0,70.0,7,68,18,105,21.0,0,2147753984,,17
SID284821,119,80.0,6,67,19,317,,1,262144,,31
SID284825,0,80.0,0,74,19,317,,1,262144,,21
SID284834,0,80.0,0,79,30,1504,,1,2147746048,,37
SID2849,0,50.0,7,106,7,659,21.0,0,266242,,21
SID285090,75,70.0,2,83,31,187,21.0,0,2147745792,,27
SID285143,0,80.0,7,68,8,77,,1,268435456,,23
SID285165,0,70.0,7,69,6,1751,0.0,0,1074331648,,29
SID285216,0,80.0,2,40,7,627,,1,1074528256,,27
SID285266,0,70.0,7,69,39,264,,1,262144,,21
SID2853,0,60.0,7,19,3,1925,,0,2164523008,,23
SID285326,32,80.0,0,79,34,1770,,0,17039424,,29
SID285331,0,,5,15,18,1041,,1,262144,,19
SID285373,129,80.0,0,56,5,1774,,0,2883584,,35
SID285378,0,60.0,9,107,29,1931,21.0,0,2147484162,,27
SID285379,0,60.0,2,40,33,1202,21.0,1,2147745794,,31
SID285386,0,,2,48,27,799,,1,2147745792,,21
SID285421,0,60.0,0,77,16,1770,,0,266240,4.0,31
SID285539,35,80.0,2,49,24,263,9.0,1,1074331648,4.0,19
SID285594,0,80.0,5,15,10,969,,1,2147753984,,21
SID28563,68,60.0,9,47,0,1832,,0,2147745792,4.0,25
SID285807,0,70.0,2,83,31,35,10.0,0,2147749888,,23
SID285859,0,70.0,0,87,13,1770,,0,2147745792,,23
SID285894,0,70.0,7,106,25,749,,1,2147745792,,31
SID285925,0,80.0,9,28,24,1379,,1,270336,,23
SID286057,0,80.0,9,17,14,409,,0,2147753984,,27
SID286136,0,70.0,8,57,27,1860,,1,262144,,19
SID286152,0,70.0,0,74,23,430,,1,2147753984,,21
SID286172,0,,9,17,6,628,,1,67895296,,19
SID286191,0,80.0,2,49,19,772,,1,2147745792,,43
SID286201,0,70.0,0,32,25,896,,0,2147745792,,75
SID286263,0,80.0,5,98,26,831,,1,2147745792,,23
SID286272,0,60.0,2,55,14,636,,1,2147745856,,21
SID286317,0,70.0,2,12,31,35,10.0,0,2147745792,,25
SID286319,0,70.0,2,48,10,1675,7.0,0,6442713088,,17
SID286347,0,80.0,1,86,7,1504,0.0,0,1074528256,,15
SID286348,0,80.0,5,99,2,1041,,1,2147746304,,15
SID286359,0,80.0,2,48,29,533,,1,2147745792,,17
SID286394,0,80.0,2,55,6,430,,1,1208483840,,35
SID286413,0,,0,79,21,659,,1,2147745792,,31
SID286446,0,80.0,7,68,19,1076,,1,2147745792,,21
SID286458,0,50.0,7,68,2,1935,,1,2416181248,,23
SID286477,0,70.0,2,48,38,949,,1,2147745792,,15
SID286540,0,,2,49,26,129,,1,2147745792,,15
SID286543,0,70.0,3,65,31,659,,1,270336,,21
SID28656,0,80.0,0,77,16,1818,,0,2147745792,,29
SID286712,0,70.0,0,79,6,1966,,1,262144,,25
SID286757,58,80.0,2,12,0,1041,,0,262144,4.0,27
SID286772,0,70.0,0,74,35,1484,,0,262144,,37
SID286796,0,70.0,0,79,20,1503,21.0,0,2147745792,,19
SID286833,0,50.0,2,40,39,1211,,0,2147753984,,13
SID286938,0,80.0,9,13,31,187,,1,2164523008,,31
SID286947,0,70.0,2,40,6,1935,,1,2097296,,62
SID28702,25,70.0,1,86,28,1504,,0,2147753984,,29
SID287054,0,70.0,2,9,31,1729,,1,262144,,21
SID287104,0,90.0,2,34,6,493,21.0,0,2148270080,,17
SID287107,0,60.0,0,79,18,1555,,1,2147745792,,19
SID287135,0,70.0,0,74,16,1241,,0,262144,,17
SID287197,0,70.0,7,69,23,1664,7.0,1,2147745920,,19
SID287403,0,40.0,9,28,35,823,,1,2147745792,,19
SID287435,0,,0,77,28,1595,,0,2147745792,,23
SID287486,0,80.0,5,15,24,844,,1,262144,,19
SID287509,0,,2,48,19,1963,25.0,1,262144,,23
SID287558,0,70.0,2,7,19,187,,0,2147745792,,23
SID287654,0,80.0,2,7,19,1077,,0,262144,,15
SID287669,0,70.0,9,71,21,1380,,0,2147745792,,17
SID287812,0,,2,40,4,58,,1,2147745792,,35
SID287817,0,,1,86,30,1439,,1,2215116800,,21
SID287818,0,70.0,2,83,33,1729,,1,2147745792,,29
SID287822,0,60.0,5,94,10,1935,,1,2147745792,,27
SID287829,0,70.0,7,106,31,1691,21.0,1,2147745920,,19
SID287845,0,60.0,2,9,18,105,,1,2147745792,,27
SID287916,0,80.0,1,18,15,420,,0,2147745856,,17
SID287966,89,70.0,2,9,6,187,9.0,0,2147745792,4.0,37
SID287983,0,60.0,1,86,18,1435,0.0,1,2147745792,,25
SID287989,88,70.0,2,9,21,105,0.0,0,2147745792,4.0,31
SID287999,0,80.0,2,40,6,1377,,1,524288,,13
SID288149,0,,2,83,27,1845,,1,2147745792,,19
SID288162,215,80.0,5,94,7,1633,,0,1074266368,4.0,27
SID288304,0,80.0,2,49,0,1935,,1,2147745792,,13
SID28833,0,70.0,7,69,33,1202,21.0,1,262144,,21
SID288347,0,60.0,1,42,7,1504,,1,2147745792,,21
SID288373,0,70.0,2,34,21,1973,,1,2148270080,,25
SID288386,84,,0,79,35,1770,,1,262144,4.0,43
SID288588,0,60.0,7,69,31,352,,1,262144,,23
SID288640,0,80.0,7,68,6,265,,0,262144,,21
SID288641,0,80.0,2,49,15,366,,1,2164523008,,17
SID288706,0,70.0,2,49,34,1363,9.0,0,16777216,,11
SID288808,0,60.0,7,106,10,105,21.0,1,2149842944,,27
SID288810,61,70.0,9,71,27,1615,9.0,1,1074528256,4.0,21
SID288817,61,80.0,5,84,36,1101,,0,262144,,19
SID288915,0,60.0,2,49,21,317,21.0,0,262144,,23
SID28894,0,80.0,0,75,2,1770,,0,262144,,29
SID288943,0,,7,69,35,1171,,1,262144,,29
SID288979,0,,0,79,15,1503,,1,2147753984,,19
SID289060,0,60.0,2,49,23,1142,,1,2147745792,,13
SID289141,0,80.0,2,14,20,1451,,1,2701131776,,23
SID289222,0,90.0,1,86,32,1625,,0,2147746304,,19
SID289243,0,60.0,7,106,29,2008,21.0,0,270848,,29
SID289292,0,,1,42,23,1516,,1,2147745792,,39
SID289295,26,70.0,2,9,4,1362,21.0,0,262146,,19
SID289322,0,,0,87,25,924,,1,262144,,33
SID289331,0,70.0,2,49,13,1770,21.0,1,2147745792,,15
SID289343,48,70.0,10,30,14,134,,0,2147747840,4.0,31
SID289411,0,,2,23,17,1210,,1,2281963520,,19
SID289481,0,80.0,8,57,6,972,0.0,1,262144,,29
SID289510,0,70.0,0,79,4,1495,21.0,0,262144,,23
SID289610,0,70.0,7,106,25,784,,1,2147745793,,29
SID289794,58,80.0,2,34,15,88,,0,262144,4.0,33
SID289865,0,80.0,2,40,27,755,,1,262144,,29
SID289925,197,80.0,2,83,31,709,0.0,0,2147753984,4.0,52
SID290078,33,70.0,0,79,6,1770,,0,2281963520,,25
SID29023,0,80.0,7,69,7,1080,,1,1074528256,,19
SID290479,0,60.0,0,56,19,1488,,0,2147745792,,27
SID290483,0,60.0,2,7,29,137,,0,512,,15
SID290488,76,80.0,2,12,38,299,,1,262144,,27
SID290513,0,60.0,2,7,21,1292,,1,2164523008,,13
SID290522,0,70.0,2,49,0,1202,,1,2147745792,,25
SID290617,0,60.0,2,49,14,138,,1,2147745792,,15
SID290625,0,50.0,2,49,10,387,,1,4295229440,,17
SID290699,137,70.0,2,34,0,1503,,1,2147745792,4.0,47
SID290766,0,60.0,7,106,2,1664,7.0,0,262274,,21
SID290798,0,70.0,1,86,32,1504,,0,2147745792,,17
SID290851,0,,2,49,15,1813,,0,2147745792,,13
SID290894,0,70.0,0,77,8,659,,1,2147745792,,17
SID2909,0,,0,72,33,1586,,0,6442713088,,19
SID290943,35,70.0,7,106,17,776,,0,2147753984,,19
SID290949,67,70.0,2,7,16,145,,0,2147753984,4.0,29
SID290969,0,70.0,3,54,23,1980,,0,2281963520,,23
SID291146,0,,2,49,19,536,,0,2147745792,,17
SID291194,0,60.0,7,19,31,2013,21.0,0,2147745792,,33
SID291543,82,70.0,9,47,31,138,,0,2281963520,,33
SID291588,0,60.0,2,34,31,1377,,1,2147749888,,47
SID291599,0,80.0,2,7,21,138,17.0,1,2147745792,,19
SID291618,0,80.0,0,77,2,1495,,0,262144,,29
SID29166,90,70.0,0,74,39,1599,0.0,0,2363392,5.0,75
SID291677,141,80.0,2,7,8,138,0.0,0,2416181248,,49
SID29169,0,80.0,0,75,4,848,,1,262144,,19
SID291803,0,70.0,8,57,24,1866,,0,2147745792,,17
SID291875,0,80.0,2,9,16,145,21.0,1,262144,,17
SID29193,24,80.0,2,40,31,533,21.0,1,262146,,25
SID292071,0,70.0,7,69,14,1293,,1,2147753984,,25
SID292162,0,80.0,7,106,4,627,,1,2147745792,,19
SID292170,200,60.0,2,7,6,2015,,1,2147753984,68.0,37
SID292183,0,70.0,7,19,18,105,,1,262144,,49
SID29228,0,70.0,2,7,21,168,,0,262144,,17
SID292315,0,70.0,0,87,33,1770,,0,2147745792,,25
SID292349,0,60.0,0,79,32,1774,0.0,0,2147753984,,23
SID292457,0,70.0,2,49,7,628,,0,262144,,17
SID292496,0,,2,49,14,411,,1,262240,,13
SID292519,0,70.0,7,106,0,138,,1,2147745792,,25
SID292522,0,70.0,7,68,6,404,21.0,0,1074331648,,19
SID292597,15,60.0,7,106,0,1377,10.0,0,2147749888,,21
SID292615,0,60.0,2,49,34,1590,,1,16777216,,13
SID292830,0,70.0,2,34,19,187,,1,2147745792,,21
SID292883,0,80.0,0,59,10,825,,1,2147745792,,23
SID292904,0,70.0,7,106,0,1173,,1,2147745792,,21
SID292917,0,60.0,7,106,28,335,,1,2147753984,,21
SID29294,84,70.0,0,56,23,1778,,0,2147753984,4.0,33
SID293000,0,60.0,0,74,33,1495,,1,17039360,,49
SID293011,0,,0,77,34,1284,,1,17039360,,15
SID293157,0,,7,68,34,1969,,1,16777312,,27
SID293207,0,90.0,2,49,26,91,,0,2684616704,,15
SID293239,192,,2,14,29,1711,,1,2147484160,4.0,62
SID293278,0,80.0,2,7,21,181,21.0,0,17039424,,17
SID293319,0,,2,7,40,138,,1,270400,,21
SID293365,0,80.0,2,40,3,1076,,1,262144,,17
SID293409,0,70.0,0,72,28,1500,,0,2147753984,,17
SID293464,0,80.0,5,84,34,220,,0,2164523008,,19
SID293499,0,80.0,2,7,3,2013,,0,285213184,,17
SID293555,61,,2,7,0,1074,,1,2147745792,,19
SID293615,0,60.0,8,108,18,1967,,1,2147753984,,19
SID293622,61,60.0,2,14,14,1986,,0,2164260896,4.0,23
SID29367,119,80.0,2,55,0,825,21.0,0,2147745920,,52
SID293719,72,70.0,1,2,34,76,9.0,0,17047552,,23
SID293737,0,,7,19,16,1096,,1,2147745792,,25
SID294070,0,80.0,1,2,5,76,,0,1074528256,,15
SID294100,0,80.0,0,75,16,592,,1,270336,,15
SID294130,0,80.0,9,13,14,781,,1,2147483648,,19
SID294153,0,70.0,0,77,14,1290,,0,2147753984,,25
SID294170,0,100.0,5,15,21,1041,,1,2147745792,,23
SID294185,0,70.0,2,9,25,1290,21.0,0,6442713088,,33
SID294212,0,60.0,2,9,25,533,,1,6442713088,,49
SID294281,0,70.0,8,57,19,831,,1,262146,,17
SID294405,74,70.0,0,77,8,187,21.0,0,2147745792,4.0,45
SID294450,0,70.0,2,49,19,105,,1,1074003968,,15
SID294495,0,70.0,1,2,14,76,,0,17039392,,21
SID294545,13,70.0,7,19,5,1969,,1,1074266112,,19
SID294557,0,70.0,7,106,28,1377,,1,262144,,29
SID294574,0,70.0,2,14,19,32,17.0,0,262144,,25
SID294591,0,60.0,1,86,5,1504,21.0,0,2048,,23
SID294647,0,70.0,8,92,39,1935,,1,285474816,,31
SID294674,0,60.0,7,106,27,747,21.0,1,262146,,19
SID294689,0,,8,92,23,1503,,1,2147483648,,25
SID294707,0,70.0,2,49,39,1774,,0,262144,,15
SID294713,0,50.0,0,79,21,655,0.0,1,2281963520,,31
SID294748,0,80.0,1,86,31,1522,,0,2281963520,,17
SID294757,0,70.0,2,49,31,1123,,1,262144,,19
SID294761,0,70.0,2,49,24,627,,0,589824,,15
SID294818,0,,2,14,14,1262,,1,2147745792,,17
SID294821,0,70.0,8,108,40,427,21.0,0,16778242,,29
SID294943,0,,7,103,26,899,,1,2147745792,,13
SID294960,172,,9,107,26,263,0.0,0,6442713088,4.0,29
SID295023,12,70.0,2,7,31,2013,,0,262144,4.0,25
SID295103,0,80.0,2,7,18,138,,1,2147745792,,27
SID295124,0,70.0,0,56,31,1935,0.0,0,2147745856,,21
SID295192,0,70.0,0,76,16,595,,1,2164785152,,15
SID295205,0,80.0,2,49,35,352,,1,262144,,15
SID295260,0,60.0,7,106,3,1063,21.0,0,2147745792,,17
SID295347,0,,7,106,18,1935,0.0,0,33816704,,27
SID295433,0,80.0,2,14,29,350,,0,2147492352,,19
SID295549,0,80.0,2,55,0,417,21.0,0,2147745856,,29
SID295559,25,80.0,9,17,36,145,,0,262144,,27
SID295689,12,80.0,2,48,6,1379,21.0,0,2148270080,,17
SID295745,0,70.0,0,79,35,823,,1,2281963520,,23
SID295947,0,70.0,2,83,27,1689,21.0,0,2147753984,,21
SID296139,0,60.0,7,106,18,1831,,1,2684616704,,23
SID296192,0,,9,107,18,105,21.0,0,134480128,,39
SID296227,0,70.0,2,14,15,400,,0,2147745792,,19
SID296261,0,70.0,1,86,31,441,21.0,1,2147745824,,23
SID296262,0,70.0,2,9,18,1439,21.0,1,2147745792,,49
SID296332,0,80.0,9,47,18,1173,,0,2147745792,,27
SID296379,0,80.0,2,23,0,320,,0,2147745792,,19
SID296392,0,60.0,9,71,27,1171,,1,2147745794,,23
SID296404,0,80.0,2,55,40,77,,1,2164261376,,19
SID29643,0,60.0,2,7,29,2009,21.0,0,2147745792,,21
SID296448,15,80.0,2,49,20,1935,,0,2147745792,4.0,21
SID296566,0,70.0,2,55,16,1590,,0,2147753984,,21
SID296577,0,80.0,9,51,0,643,,0,2147745824,,29
SID296699,126,70.0,7,68,29,653,,0,2147745792,4.0,49
SID296711,0,60.0,0,56,39,1504,,0,2147753984,,19
SID29676,0,80.0,1,86,25,1439,,1,2164523008,,39
SID296787,0,80.0,7,19,7,441,0.0,1,1074266112,,19
SID296832,0,70.0,2,49,6,1380,0.0,1,1074528256,,19
SID296848,0,70.0,0,56,7,825,,1,67436544,,23
SID296984,0,80.0,2,49,24,2004,,0,786432,,15
SID297038,48,80.0,2,85,8,1770,21.0,0,262144,68.0,33
SID297060,0,,2,34,31,105,,1,262144,,62
SID297172,0,70.0,7,68,8,714,,1,268705792,,23
SID297427,0,80.0,7,106,6,145,,1,2148270080,,19
SID297451,18,60.0,2,49,15,1931,,0,2147745856,68.0,21
SID297562,0,,8,57,14,1302,,1,262144,,17
SID297649,62,80.0,7,106,23,624,21.0,0,2147753984,4.0,25
SID297669,77,80.0,7,19,3,1595,,0,2147753984,,39
SID297890,0,60.0,7,68,33,1078,0.0,1,2147745792,,29
SID297913,0,80.0,7,69,28,105,,0,2147745792,,27
SID29801,144,,7,19,31,187,21.0,0,136577024,4.0,85
SID298099,0,80.0,0,77,39,1598,,0,262144,,23
SID298114,0,70.0,0,79,21,1290,,1,2147745794,,31
SID298140,35,90.0,2,34,7,1596,9.0,1,2148270080,,27
SID298142,0,,2,7,27,1935,,1,2147745792,,17
SID298218,0,70.0,0,74,40,1770,,1,262144,,19
SID298250,0,70.0,9,47,18,1935,,1,2147753984,,29
SID298258,52,70.0,2,9,6,1080,21.0,0,2147753984,4.0,27
SID298270,0,80.0,2,83,2,408,,0,2147745792,,21
SID298383,0,60.0,0,79,6,75,0.0,1,786434,,19
SID298400,0,70.0,1,86,34,1440,,0,2164523008,,13
SID298476,0,,7,106,25,749,,1,2359298,,23
SID298548,0,80.0,0,77,3,1013,0.0,0,2147745824,,29
SID298585,0,50.0,7,68,12,465,,1,2147745792,,25
SID298658,27,70.0,2,9,26,263,7.0,0,2147745920,4.0,23
SID298661,0,80.0,2,9,18,1889,,1,2281963520,,29
SID298670,0,70.0,9,28,26,1078,,0,2147745792,,15
SID298671,0,80.0,2,48,26,636,,1,2147745792,,21
SID298812,0,70.0,8,64,0,1980,,0,2147753984,,27
SID299027,0,80.0,2,49,13,1815,,0,262144,,15
SID299039,93,70.0,2,48,28,747,21.0,0,2147745792,,21
SID299057,104,60.0,2,12,31,299,21.0,0,262144,68.0,35
SID299150,0,80.0,2,7,20,2013,,0,262144,,19
SID299172,0,80.0,7,106,6,1208,21.0,1,1074331648,,15
SID299175,0,80.0,2,12,6,1208,21.0,1,788480,,15
SID299183,59,80.0,1,86,6,1503,21.0,1,2684616704,4.0,31
SID299191,264,,1,2,25,76,21.0,0,262146,4.0,45
SID299204,0,80.0,1,86,34,1433,,1,16777312,,21
SID299219,0,60.0,7,69,23,898,,0,2147745792,,15
SID29923,72,70.0,2,7,6,2008,21.0,0,3221487616,4.0,43
SID299258,0,80.0,0,77,28,1591,,1,2147753984,,21
SID299300,0,80.0,9,13,0,1015,,1,2147745792,,19
SID299385,0,70.0,2,83,6,711,,1,1074266112,,19
SID299392,0,70.0,10,35,3,1503,,0,2164523008,,25
SID299408,0,70.0,7,68,10,1403,,1,6442713088,,25
SID299564,0,70.0,2,9,31,749,,1,262144,,29
SID299674,0,80.0,7,103,24,786,,0,67895296,,21
SID299706,0,70.0,2,83,13,1015,,1,262144,,21
SID299988,0,80.0,5,25,19,553,,1,2147753984,4.0,13
SID300087,0,70.0,7,106,6,188,,1,1074528256,,19
SID300124,0,80.0,2,14,14,138,,0,537133120,4.0,27
SID300170,0,70.0,2,49,6,628,,1,2148270080,,29
SID300182,54,70.0,2,12,31,303,,0,2164523008,4.0,35
SID300253,192,70.0,8,57,11,881,0.0,0,2147753984,4.0,62
SID300256,0,80.0,0,74,27,313,,0,262144,,29
SID300260,0,80.0,0,74,27,313,,0,262144,,27
SID300273,0,70.0,2,49,18,30,,1,262144,,25
SID300294,35,90.0,0,79,29,1596,,0,2164523008,,27
SID300411,0,80.0,2,49,0,1935,,1,2147753984,,17
SID300424,0,60.0,2,48,3,829,,1,262144,,15
SID300435,0,70.0,2,49,0,1738,,1,2147745792,,13
SID30050,0,60.0,0,75,35,831,,0,2147745792,,15
SID300545,0,70.0,2,23,16,463,,1,2147745792,,31
SID300597,0,80.0,5,80,35,1306,,1,262400,,19
SID300645,0,,2,7,13,105,,1,262144,,25
SID300649,0,80.0,1,2,6,1832,,0,786432,,19
SID300654,0,70.0,0,77,5,76,,1,524288,,11
SID300672,35,80.0,2,41,28,826,21.0,0,2281709568,4.0,25
SID300764,0,70.0,1,0,15,430,,1,2147483712,,27
SID300917,0,70.0,1,2,20,72,,0,134488064,,19
SID300936,0,70.0,4,81,10,345,,1,262144,,27
SID300954,0,80.0,2,7,35,138,,1,262144,,29
SID300968,233,60.0,7,68,6,187,,0,2281963520,,31
SID300988,0,90.0,2,7,23,2008,0.0,0,2147745792,,17
SID301031,0,70.0,0,79,33,1770,,0,2147745792,,29
SID301094,0,80.0,0,79,4,1500,,1,262144,,31
SID301179,98,,2,9,31,2013,21.0,0,2147745794,4.0,67
SID301188,0,60.0,2,48,7,1205,,1,1074266112,,17
SID301317,0,60.0,9,10,25,105,0.0,0,2149842944,,49
SID301367,0,,7,19,15,1979,21.0,0,2147745792,,29
SID301431,0,,2,41,26,92,,1,270336,,21
SID301456,0,70.0,0,77,10,1293,,0,262416,,27
SID301489,0,70.0,2,41,23,627,,1,2148270080,,35
SID301522,0,80.0,8,64,23,1967,,1,2147483648,,29
SID301592,81,70.0,0,77,19,1500,,0,2147745792,,41
SID301595,0,60.0,2,9,21,138,,1,262144,,13
SID301727,0,,2,7,0,145,,1,2147753984,,35
SID301733,234,70.0,0,59,31,1750,,0,2147745792,4.0,62
SID301739,0,70.0,1,2,10,1832,,1,2147745792,,23
SID301742,92,90.0,9,71,29,537,17.0,1,262144,4.0,19
SID301776,0,,8,57,17,1804,,1,270336,,21
SID301791,34,90.0,8,57,3,1312,,1,134479872,,17
SID301812,0,80.0,2,49,26,263,,1,2359298,,21
SID301977,0,,1,0,7,825,,1,1074528256,,29
SID302151,0,80.0,8,57,27,1685,,1,262144,,23
SID302200,20,80.0,2,49,0,624,,0,2147753984,,19
SID302473,0,70.0,8,57,35,188,,1,262144,,29
SID302527,0,80.0,9,107,10,1489,25.0,0,2147745792,,25
SID302538,0,70.0,7,106,18,551,21.0,1,2147745792,,29
SID302593,0,70.0,2,23,1,257,,0,671350784,,19
SID302597,36,80.0,1,0,8,998,,0,268698624,4.0,17
SID302668,0,60.0,0,77,21,1062,,1,2147745794,,17
SID302688,0,80.0,10,29,21,1596,21.0,0,262144,,23
SID302776,0,80.0,7,103,0,624,,1,262144,,15
SID302809,0,80.0,2,83,13,1344,21.0,1,262144,,23
SID302852,35,90.0,2,7,8,1615,,0,268697600,4.0,21
SID302876,102,,0,56,40,1500,,0,2147747840,4.0,41
SID30289,0,80.0,0,56,28,624,,1,2147753984,,21
SID302937,119,,0,74,29,1015,,1,262144,,35
SID303002,118,,0,77,35,641,21.0,0,2147753984,5.0,57
SID303044,0,70.0,9,107,0,265,,0,2147747840,,27
SID303051,0,70.0,4,8,33,1729,,1,2147747840,,17
SID303066,0,70.0,2,9,18,403,,1,285474816,,35
SID303160,0,70.0,1,0,2,514,,0,262144,,13
SID303178,0,60.0,8,64,0,1981,,0,2147753984,,15
SID303199,0,60.0,0,77,21,1062,,1,2147745794,,17
SID303228,0,80.0,7,69,10,170,0.0,0,2147745792,,19
SID303304,132,60.0,2,40,10,1675,7.0,0,262272,,19
SID303309,0,70.0,2,49,26,1855,,0,262144,,15
SID30346,0,70.0,2,49,3,317,,1,268698112,,31
SID303507,0,60.0,2,34,19,1701,,1,262144,,19
SID303513,0,60.0,2,9,6,1312,21.0,0,786432,,15
SID303541,0,70.0,5,15,36,1041,,1,2147745792,,19
SID303583,0,90.0,2,40,10,188,21.0,1,2147745792,,19
SID303805,0,80.0,2,49,23,1842,,0,2147753984,,15
SID303869,0,70.0,2,7,4,352,21.0,1,262144,,23
SID303889,0,80.0,9,10,31,138,,1,2164523008,,49
SID304076,71,80.0,2,9,0,138,0.0,0,2147745792,4.0,27
SID30410,0,70.0,0,79,10,1488,,1,2147745792,,23
SID30415,0,70.0,2,49,20,304,,1,2147745792,,19
SID304207,0,70.0,0,79,4,1499,,0,262144,,31
SID304311,0,,2,14,33,1015,,0,262144,,13
SID304406,0,60.0,7,106,31,138,0.0,1,128,,37
SID30442,101,70.0,2,9,39,105,,0,268436992,69.0,27
SID304504,45,60.0,7,68,23,660,21.0,0,2147745792,,19
SID304507,0,,7,68,6,627,,1,17563648,,35
SID304512,0,,7,68,23,658,,1,262144,,19
SID304549,0,70.0,9,17,31,627,,1,2147745792,,43
